2021-09-26 12:18:28.499460,AGENT_3,100.0,LATHE
2021-09-26 12:18:28.536360,AGENT_1,100.0,LATHE
2021-09-26 12:18:28.551321,AGENT_2,100.0,LATHE
2021-09-26 12:18:29.460989,BUFFER_1,10000,AGENT_3
2021-09-26 12:18:29.462983,LATHE_1,100,AGENT_3
2021-09-26 12:18:30.380036,AGENT_2,100.0,LATHE
2021-09-26 12:18:30.386021,AGENT_1,100.0,LATHE
2021-09-26 12:18:31.464750,AGENT_3,100.0,LATHE
2021-09-26 12:18:32.491769,AGENT_1,100.0,LATHE
2021-09-26 12:18:32.492764,AGENT_2,100.0,LATHE
2021-09-26 12:18:32.707190,LATHE_1,100,AGENT_3
2021-09-26 12:18:34.620177,AGENT_2,100.0,LATHE
2021-09-26 12:18:34.635138,AGENT_1,100.0,LATHE
2021-09-26 12:18:36.733997,AGENT_1,100.0,LATHE
2021-09-26 12:18:36.734994,AGENT_2,100.0,LATHE
2021-09-26 12:18:37.664565,AGENT_4,100.0,LATHE
2021-09-26 12:18:38.915238,AGENT_1,100.0,LATHE
2021-09-26 12:18:38.916235,AGENT_2,100.0,LATHE
2021-09-26 12:18:39.513194,AGENT_4,100.0,LATHE
2021-09-26 12:18:40.972914,BUFFER_1,10000,AGENT_4
2021-09-26 12:18:41.121533,AGENT_1,100.0,LATHE
2021-09-26 12:18:41.123528,AGENT_2,100.0,LATHE
2021-09-26 12:18:43.310456,AGENT_1,100.0,LATHE
2021-09-26 12:18:43.312449,AGENT_2,100.0,LATHE
2021-09-26 12:18:45.419545,AGENT_1,100.0,LATHE
2021-09-26 12:18:45.420544,AGENT_2,100.0,LATHE
2021-09-26 12:18:46.024983,AGENT_5,100.0,LATHE
2021-09-26 12:18:47.609408,AGENT_1,100.0,LATHE
2021-09-26 12:18:47.611403,AGENT_3,100.0,EXIT
2021-09-26 12:18:47.612401,AGENT_2,100.0,LATHE
2021-09-26 12:18:47.879216,AGENT_5,100.0,LATHE
2021-09-26 12:18:47.883205,EXIT_PLATFORM_1,10,AGENT_3
2021-09-26 12:18:49.754067,AGENT_1,100.0,LATHE
2021-09-26 12:18:49.756062,AGENT_2,100.0,LATHE
